"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","padj"
"14637","GO:0070175",0.491391567045741,0.876855420076154,1,5,"positive regulation of enamel mineralization","BP",1
"9237","GO:0035493",0.491664714968196,0.740931430008272,3,23,"SNARE complex assembly","BP",1
"15340","GO:0071529",0.491723378236428,0.876663230906778,1,5,"cementum mineralization","BP",1
"13004","GO:0051458",0.49174614460238,0.86946510028193,1,7,"corticotropin secretion","BP",1
"18531","GO:1900153",0.49202650642191,0.789302708064356,2,12,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","BP",1
"15470","GO:0071732",0.492027632090198,0.785104728346069,2,15,"cellular response to nitric oxide","BP",1
"16537","GO:0097187",0.492043639930174,0.872258483423061,1,6,"dentinogenesis","BP",1
"3619","GO:0007565",0.492192945422055,0.600190980424713,21,176,"female pregnancy","BP",1
"13441","GO:0060025",0.492324306731445,0.882772477900482,1,4,"regulation of synaptic activity","BP",1
"7981","GO:0032474",0.49253207319955,0.876193993520447,1,5,"otolith morphogenesis","BP",1
"19140","GO:1902525",0.492539276810924,0.871962197333629,1,6,"regulation of protein monoubiquitination","BP",1
"2106","GO:0004740",0.492650392314246,0.876125241059343,1,5,"pyruvate dehydrogenase (acetyl-transferring) kinase activity","MF",1
"18955","GO:1902033",0.492754466537825,0.784533478190078,2,15,"regulation of hematopoietic stem cell proliferation","BP",1
"4382","GO:0009786",0.492757625345168,0.876062908628761,1,5,"regulation of asymmetric cell division","BP",1
"12840","GO:0051142",0.492857144046969,0.871771942249977,1,6,"positive regulation of NK T cell proliferation","BP",1
"9389","GO:0035748",0.493205970841138,0.875802069257976,1,5,"myelin sheath abaxonal region","CC",1
"3510","GO:0007223",0.493241103563911,0.875781614327375,1,5,"Wnt signaling pathway, calcium modulating pathway","BP",1
"14263","GO:0061550",0.493250943227409,0.875775885092575,1,5,"cranial ganglion development","BP",1
"6432","GO:0021533",0.4932559157269,0.74181472168241,3,20,"cell differentiation in hindbrain","BP",1
"16757","GO:0097702",0.493364711645429,0.875709629611505,1,5,"response to oscillatory fluid shear stress","BP",1
"16758","GO:0097704",0.493364711645429,0.875709629611505,1,5,"cellular response to oscillatory fluid shear stress","BP",1
"16759","GO:0097706",0.493364711645429,0.875709629611505,1,5,"vascular endothelial cell response to oscillatory fluid shear stress","BP",1
"20140","GO:1904751",0.493398407078256,0.871447548861191,1,6,"positive regulation of protein localization to nucleolus","BP",1
"14215","GO:0061431",0.493533036790874,0.871366777887306,1,6,"cellular response to methionine","BP",1
"701","GO:0001969",0.493777196283923,0.881965941153023,1,4,"regulation of activation of membrane attack complex","BP",1
"4693","GO:0010755",0.493884241569872,0.781710300306841,2,17,"regulation of plasminogen activation","BP",1
"12967","GO:0051388",0.493951686703032,0.875367419997918,1,5,"positive regulation of neurotrophin TRK receptor signaling pathway","BP",1
"4573","GO:0010565",0.493983442834824,0.618487274235163,14,118,"regulation of ketone metabolic process","BP",1
"7128","GO:0030730",0.494120711101117,0.868014158896924,1,7,"triglyceride storage","BP",1
"10027","GO:0042276",0.494158764374472,0.787649043114808,2,12,"error-prone translesion synthesis","BP",1
"18426","GO:0170062",0.49420582234783,0.637909883761079,10,86,"nutrient storage","BP",1
"10956","GO:0044794",0.494253594122005,0.690623295681981,5,38,"host-mediated activation of viral process","BP",1
"558","GO:0001780",0.494256921244819,0.739395275252596,3,22,"neutrophil homeostasis","BP",1
"12745","GO:0050975",0.494299087211933,0.870906550695463,1,6,"sensory perception of touch","BP",1
"4097","GO:0009008",0.494422768647383,0.875092325324394,1,5,"DNA-methyltransferase activity","MF",1
"377","GO:0001227",0.494501073962123,0.581956520331521,31,262,"DNA-binding transcription repressor activity, RNA polymerase II-specific","MF",1
"1599","GO:0003841",0.494674202304008,0.739783999062227,3,21,"1-acylglycerol-3-phosphate O-acyltransferase activity","MF",1
"12326","GO:0048670",0.494901937215828,0.73958996252019,3,21,"regulation of collateral sprouting","BP",1
"14537","GO:0065002",0.4949548103495,0.709717144705449,4,31,"intracellular protein transmembrane transport","BP",1
"9124","GO:0035242",0.495209547500594,0.867345325171038,1,7,"protein-arginine omega-N asymmetric methyltransferase activity","MF",1
"6615","GO:0021861",0.4955982787619,0.870123545996766,1,6,"forebrain radial glial cell differentiation","BP",1
"19540","GO:1903490",0.495621215133734,0.784862307526074,2,13,"positive regulation of mitotic cytokinesis","BP",1
"562","GO:0001784",0.495644169603495,0.674416487394953,6,45,"phosphotyrosine residue binding","MF",1
"5314","GO:0015816",0.49592945000006,0.784620551605756,2,13,"glycine transport","BP",1
"7731","GO:0032057",0.496065651711921,0.874129789825891,1,5,"negative regulation of translational initiation in response to stress","BP",1
"7246","GO:0031016",0.496102691834163,0.64360293205903,9,72,"pancreas development","BP",1
"16089","GO:0090031",0.496146209786413,0.874082466085496,1,5,"positive regulation of steroid hormone biosynthetic process","BP",1
"4670","GO:0010728",0.496480709145439,0.866561687344574,1,7,"regulation of hydrogen peroxide biosynthetic process","BP",1
"16077","GO:0089709",0.496481848328584,0.869589246140991,1,6,"L-histidine transmembrane transport","BP",1
"5243","GO:0015693",0.496579534761288,0.73815838673554,3,21,"magnesium ion transport","BP",1
"6759","GO:0023029",0.49663113973119,0.869498825773055,1,6,"MHC class Ib protein binding","MF",1
"13820","GO:0060566",0.496825304074399,0.880261794549801,1,4,"positive regulation of termination of DNA-templated transcription","BP",1
"20063","GO:1904595",0.496825304074399,0.880261794549801,1,4,"positive regulation of termination of RNA polymerase II transcription","BP",1
"8949","GO:0034634",0.496905394436787,0.873635903369598,1,5,"glutathione transmembrane transporter activity","MF",1
"15143","GO:0071204",0.4969343109088,0.869315078716386,1,6,"histone pre-mRNA 3'end processing complex","CC",1
"21206","GO:2000328",0.496975917294355,0.782398826502386,2,14,"regulation of T-helper 17 cell lineage commitment","BP",1
"9902","GO:0039694",0.497068102844165,0.734615612423888,3,26,"viral RNA genome replication","BP",1
"15536","GO:0071871",0.497336536773568,0.7851710698295,2,12,"response to epinephrine","BP",1
"1552","GO:0003684",0.497463008957784,0.642181784272471,9,73,"damaged DNA binding","MF",1
"12107","GO:0048147",0.497683323970551,0.706476116959209,4,33,"negative regulation of fibroblast proliferation","BP",1
"13424","GO:0060005",0.497835221580107,0.87308753391636,1,5,"vestibular reflex","BP",1
"14617","GO:0070142",0.497920309029315,0.783055410498356,2,13,"synaptic vesicle budding","BP",1
"4296","GO:0009395",0.497928574904268,0.670703091338347,6,52,"phospholipid catabolic process","BP",1
"5003","GO:0014901",0.498056912674358,0.872956557447842,1,5,"satellite cell activation involved in skeletal muscle regeneration","BP",1
"3218","GO:0006695",0.498085709542323,0.65914741428137,7,58,"cholesterol biosynthetic process","BP",1
"19190","GO:1902653",0.498085709542323,0.65914741428137,7,58,"secondary alcohol biosynthetic process","BP",1
"4187","GO:0009166",0.498125103254147,0.598863213631076,19,163,"nucleotide catabolic process","BP",1
"19376","GO:1903115",0.498231637197334,0.67320832217694,6,41,"regulation of actin filament-based movement","BP",1
"10373","GO:0043023",0.498339109398163,0.779072518656846,2,16,"ribosomal large subunit binding","MF",1
"14822","GO:0070487",0.498371602204862,0.872770482559271,1,5,"monocyte aggregation","BP",1
"2082","GO:0004703",0.498797790592513,0.865125457079758,1,7,"G protein-coupled receptor kinase activity","MF",1
"15190","GO:0071281",0.498824256533026,0.865108993888486,1,7,"cellular response to iron ion","BP",1
"1208","GO:0002775",0.498936551055269,0.865039126147142,1,7,"antimicrobial peptide production","BP",1
"1211","GO:0002778",0.498936551055269,0.865039126147142,1,7,"antibacterial peptide production","BP",1
"4978","GO:0014856",0.499057526580941,0.734603779116809,3,23,"skeletal muscle cell proliferation","BP",1
"10234","GO:0042698",0.499265949221919,0.649362620319717,8,60,"ovulation cycle","BP",1
"706","GO:0001974",0.499347858291182,0.670724383840771,6,46,"blood vessel remodeling","BP",1
"4233","GO:0009215",0.499527038949928,0.864671342747426,1,7,"purine deoxyribonucleoside triphosphate metabolic process","BP",1
"15083","GO:0071004",0.499536185953892,0.777199730378356,2,17,"U2-type prespliceosome","CC",1
"15088","GO:0071010",0.499536185953892,0.777199730378356,2,17,"prespliceosome","CC",1
"13368","GO:0055023",0.499541062545356,0.707649360342363,4,27,"positive regulation of cardiac muscle tissue growth","BP",1
"16142","GO:0090130",0.499677747062622,0.613971332272861,14,104,"tissue migration","BP",1
"15653","GO:0072088",0.499721903038728,0.64029437206802,9,71,"nephron epithelium morphogenesis","BP",1
"2315","GO:0005049",0.499782087820369,0.783253053920578,2,12,"nuclear export signal receptor activity","MF",1
"21632","GO:2001205",0.499800209634911,0.871923470244185,1,5,"negative regulation of osteoclast development","BP",1
"17970","GO:0140678",0.499876382669312,0.557741126041741,55,515,"molecular function inhibitor activity","MF",1
"20493","GO:1905523",0.499998147199786,0.731604824328182,3,27,"positive regulation of macrophage migration","BP",1
"19237","GO:1902803",0.500117979954928,0.871734557053225,1,5,"regulation of synaptic vesicle transport","BP",1
"5011","GO:0014911",0.500134567829038,0.68597094946666,5,36,"positive regulation of smooth muscle cell migration","BP",1
"14915","GO:0070668",0.500209689351742,0.871680001668308,1,5,"positive regulation of mast cell proliferation","BP",1
"12807","GO:0051090",0.50021188652775,0.594384000429062,20,173,"regulation of DNA-binding transcription factor activity","BP",1
"8737","GO:0034165",0.500224033964312,0.871671467059763,1,5,"positive regulation of toll-like receptor 9 signaling pathway","BP",1
"11632","GO:0046487",0.500345702399224,0.86416035040927,1,7,"glyoxylate metabolic process","BP",1
"17223","GO:0099617",0.500736525043599,0.86391595974717,1,7,"matrix side of mitochondrial inner membrane","CC",1
"3300","GO:0006851",0.500750866153564,0.73195340863415,3,25,"mitochondrial calcium ion transmembrane transport","BP",1
"13084","GO:0051641",0.500860588749262,0.526627364753402,281,2390,"cellular localization","BP",1
"6105","GO:0019098",0.501017282478169,0.683814572944818,5,40,"reproductive behavior","BP",1
"5305","GO:0015803",0.501027768039285,0.780599724801467,2,13,"branched-chain amino acid transport","BP",1
"12554","GO:0050657",0.501129782961684,0.596247645866416,19,155,"nucleic acid transport","BP",1
"12555","GO:0050658",0.501129782961684,0.596247645866416,19,155,"RNA transport","BP",1
"12327","GO:0048671",0.50113991480755,0.782183974680388,2,12,"negative regulation of collateral sprouting","BP",1
"11796","GO:0046851",0.501225814590696,0.777813246575876,2,15,"negative regulation of bone remodeling","BP",1
"9225","GO:0035459",0.501269227293704,0.684565342637361,5,37,"vesicle cargo loading","BP",1
"4517","GO:0010421",0.501277864208131,0.776719772152397,2,16,"hydrogen peroxide-mediated programmed cell death","BP",1
"13412","GO:0055117",0.50134093578662,0.631945195885162,10,78,"regulation of cardiac muscle contraction","BP",1
"21119","GO:2000181",0.501855151211424,0.615392336155172,13,104,"negative regulation of blood vessel morphogenesis","BP",1
"3323","GO:0006890",0.501908864330788,0.667197450013974,6,51,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","BP",1
"3007","GO:0006417",0.501910028948382,0.563334013884413,43,370,"regulation of translation","BP",1
"11698","GO:0046620",0.502088747226185,0.625225985781173,11,86,"regulation of organ growth","BP",1
"20822","GO:1990446",0.50230963949543,0.862929323122627,1,7,"U1 snRNP binding","MF",1
"14339","GO:0061709",0.502331999897813,0.731776873948137,3,23,"reticulophagy","BP",1
"4680","GO:0010742",0.502399406315588,0.702245148341793,4,33,"macrophage derived foam cell differentiation","BP",1
"5097","GO:0015190",0.502604501954991,0.865846887050798,1,6,"L-leucine transmembrane transporter activity","MF",1
"10640","GO:0043491",0.502615916165976,0.566025715691382,39,319,"phosphatidylinositol 3-kinase/protein kinase B signal transduction","BP",1
"6882","GO:0030193",0.502665109920453,0.654043428127454,7,63,"regulation of blood coagulation","BP",1
"18690","GO:1901185",0.502937623350647,0.702155469476059,4,32,"negative regulation of ERBB signaling pathway","BP",1
"10292","GO:0042803",0.502966482752913,0.546864752169404,75,666,"protein homodimerization activity","MF",1
"11768","GO:0046777",0.503038363318743,0.600378624470971,17,128,"protein autophosphorylation","BP",1
"3256","GO:0006776",0.50310986402797,0.862425627366423,1,7,"vitamin A metabolic process","BP",1
"17415","GO:0106354",0.503303156248544,0.859992848727807,1,8,"tRNA surveillance","BP",1
"14959","GO:0070761",0.503425815985526,0.86222641764489,1,7,"pre-snoRNP complex","CC",1
"13863","GO:0060633",0.503461883795309,0.865317220119886,1,6,"negative regulation of transcription initiation by RNA polymerase II","BP",1
"14869","GO:0070569",0.503538656900357,0.862155224603613,1,7,"uridylyltransferase activity","MF",1
"118","GO:0000278",0.503634188749175,0.539556638621425,102,870,"mitotic cell cycle","BP",1
"5434","GO:0016048",0.503732515152974,0.730563224780531,3,23,"detection of temperature stimulus","BP",1
"6707","GO:0022602",0.503876615354906,0.667339803695845,6,43,"ovulation cycle process","BP",1
"19446","GO:1903312",0.503955530182233,0.617578670258929,12,101,"negative regulation of mRNA metabolic process","BP",1
"11790","GO:0046836",0.504007845594596,0.861858945758046,1,7,"glycolipid transport","BP",1
"15843","GO:0072521",0.504047034666964,0.551229620232574,60,563,"purine-containing compound metabolic process","BP",1
"3855","GO:0008347",0.504259288554226,0.643959662294454,8,64,"glial cell migration","BP",1
"21141","GO:2000210",0.504829278644576,0.861339222307237,1,7,"positive regulation of anoikis","BP",1
"11142","GO:0045345",0.505137141176962,0.868725973247195,1,5,"positive regulation of MHC class I biosynthetic process","BP",1
"18411","GO:0170036",0.505196435198005,0.861106503737587,1,7,"import into the mitochondrion","BP",1
"21426","GO:2000671",0.505368951493404,0.774484514952758,2,15,"regulation of motor neuron apoptotic process","BP",1
"1197","GO:0002759",0.505372682643133,0.864131789858849,1,6,"regulation of antimicrobial humoral response","BP",1
"19743","GO:1903905",0.505378790342003,0.87539148100429,1,4,"positive regulation of establishment of T cell polarity","BP",1
"11393","GO:0045935",0.505425946644867,0.525125082420258,219,1855,"positive regulation of nucleobase-containing compound metabolic process","BP",1
"19244","GO:1902816",0.505531170500941,0.868487807482884,1,5,"regulation of protein localization to microtubule","BP",1
"19245","GO:1902817",0.505531170500941,0.868487807482884,1,5,"negative regulation of protein localization to microtubule","BP",1
"12099","GO:0048104",0.505574000240556,0.875278796475963,1,4,"establishment of body hair or bristle planar orientation","BP",1
"12100","GO:0048105",0.505574000240556,0.875278796475963,1,4,"establishment of body hair planar orientation","BP",1
"18024","GO:0140806",0.505794767564485,0.776802299825843,2,13,"NAD+-protein-aspartate ADP-ribosyltransferase activity","MF",1
